"","Country","City","AQI Value","AQI Category","lat","lng"
"7248","India","Udaipur",70,"Moderate",27.7289,75.4716
"7249","Japan","Uenohara",46,"Good",35.6302,139.1113
"7250","United States of America","Uniontown",45,"Good",39.8993,-79.7246
"7251","Japan","Urayasu",54,"Moderate",35.6539,139.9022
"7252","India","Vadnagar",165,"Unhealthy",23.785,72.64
"7253","Italy","Varazze",35,"Good",44.36,8.5766
"7254","Germany","Vechelde",39,"Good",52.2608,10.3719
"7255","Italy","Velletri",41,"Good",41.6667,12.7833
"7256","Italy","Venosa",46,"Good",40.9618,15.8148
"7257","Russian Federation","Votkinsk",38,"Good",57.05,54
"7258","Russian Federation","Bolkhov",65,"Moderate",53.45,36.0167
"7259","Russian Federation","Bolokhovo",50,"Good",54.0833,37.8333
"7260","Germany","Bonn",32,"Good",50.7333,7.1
"7261","Belgium","Bredene",42,"Good",51.2336,2.9756
"7262","Ukraine","Buchach",70,"Moderate",49.0647,25.3872
"7263","Chile","Buin",245,"Very Unhealthy",-33.7333,-70.7333
"7264","Philippines","Bunawan",54,"Moderate",8.1781,125.9935
"7265","India","Burla",163,"Unhealthy",21.5098,83.8726
"7266","United States of America","Camp Verde",43,"Good",34.569,-111.856
"7267","Italy","Capua",45,"Good",41.1056,14.2139
"7268","Portugal","Cartaxo",37,"Good",39.15,-8.7833
"7269","Italy","Casalgrande",60,"Moderate",44.5833,10.7333
"7270","Portugal","Cascais",47,"Good",38.7,-9.4167
"7271","Ecuador","Catamayo",24,"Good",-3.9833,-79.35
"7272","Chile","Cauquenes",36,"Good",-35.9667,-72.35
"7273","United States of America","Cedarburg",49,"Good",43.299,-87.9887
"7274","United Republic of Tanzania","Chake Chake",52,"Moderate",-5.2395,39.77
"7275","India","Chakradharpur",167,"Unhealthy",22.7,85.63
"7276","United States of America","College Park",98,"Moderate",38.996,-76.9337
"7277","United States of America","College Park",98,"Moderate",33.6363,-84.464
"7278","United States of America","Corinth",58,"Moderate",33.1434,-97.0682
"7279","United States of America","Corinth",58,"Moderate",34.9474,-88.5143
"7280","Benin","Cotonou",71,"Moderate",6.3667,2.4333
"7281","South Africa","Cradock",43,"Good",-32.1833,25.6167
"7282","United Kingdom of Great Britain and Northern Ireland","Crawley",32,"Good",51.1092,-0.1872
"7283","Rwanda","Cyangugu",56,"Moderate",-2.4833,28.8967
"7284","Benin","Abomey",80,"Moderate",7.1856,1.9881
"7285","France","Agen",46,"Good",44.2049,0.6212
"7286","Turkey","Alanya",42,"Good",36.55,32
"7287","Russian Federation","Aleysk",35,"Good",52.5,82.7833
"7288",NA,"Almeirim",47,"Good",-1.5228,-52.5819
"7289",NA,"Almeirim",47,"Good",39.2,-8.6167
"7290","Russian Federation","Amursk",47,"Good",50.2167,136.9
"7291","United States of America","Annapolis",61,"Moderate",38.9706,-76.5047
"7292","Guatemala","Antigua Guatemala",125,"Unhealthy for Sensitive Groups",14.5667,-90.7333
"7293","Brazil","Arapongas",37,"Good",-23.4189,-51.4239
"7294","Philippines","Aringay",59,"Moderate",16.3982,120.3555
"7295","Iran (Islamic Republic of)","Bam",178,"Unhealthy",29.1061,58.3569
"7296","India","Banganapalle",83,"Moderate",15.3167,78.2331
"7297","Thailand","Bangkok",69,"Moderate",13.7525,100.4942
"7298","United States of America","Belmont",54,"Moderate",37.5154,-122.2953
"7299","United States of America","Belmont",54,"Moderate",42.396,-71.1795
"7300","United States of America","Belmont",54,"Moderate",35.2212,-81.0401
"7301","United States of America","Belmont",54,"Moderate",39.0622,-77.4985
"7302","China","Bengbu",174,"Unhealthy",32.9354,117.3531
"7303","Belgium","Beringen",46,"Good",51.0333,5.2167
"7304","India","Bhind",193,"Unhealthy",26.5587,78.7871
"7305","China","Bijie",81,"Moderate",27.3019,105.2863
"7306","Germany","Billerbeck",33,"Good",51.9792,7.295
"7307","United States of America","Billings",40,"Good",45.7891,-108.5526
"7308",NA,"Biloxi",27,"Good",30.4426,-88.9514
"7309","United States of America","Binghamton",40,"Good",42.1014,-75.9093
"7310","United Kingdom of Great Britain and Northern Ireland","Cheltenham",47,"Good",51.9,-2.0667
"7311","United Kingdom of Great Britain and Northern Ireland","Cheltenham",47,"Good",40.0781,-75.1382
"7312","Italy","Chieri",60,"Moderate",45.0139,7.8224
"7313","Panama","Chilibre",82,"Moderate",9.15,-79.62
"7314","India","Chinna Salem",81,"Moderate",11.6342,78.8741
"7315","China","Chizhou",201,"Very Unhealthy",30.6583,117.4849
"7316","United Kingdom of Great Britain and Northern Ireland","Chorley",63,"Moderate",53.653,-2.632
"7317","Thailand","Chumphon",41,"Good",10.4939,99.18
"7318","United States of America","Atascocita",53,"Moderate",29.9777,-95.1953
"7319","United States of America","Aurora",78,"Moderate",39.7083,-104.7237
"7320","United States of America","Aurora",78,"Moderate",41.7638,-88.2902
"7321","United States of America","Aurora",78,"Moderate",13.35,122.5167
"7322","United States of America","Aurora",78,"Moderate",44,-79.4667
"7323","United States of America","Aurora",78,"Moderate",7.9484,123.5819
"7324","United States of America","Aurora",78,"Moderate",16.9918,121.6357
"7325","United States of America","Aurora",78,"Moderate",-6.9428,-38.9678
"7326","United States of America","Aurora",78,"Moderate",41.3118,-81.345
"7327","United States of America","Aurora",78,"Moderate",42.7382,-78.6373
"7328","Spain","Azpeitia",33,"Good",43.1819,-2.2653
"7329","Cameroon","Bafang",75,"Moderate",5.15,10.1833
"7330","United States of America","Baldwin",55,"Moderate",40.6511,-73.6075
"7331","United States of America","Baldwin",55,"Moderate",40.369,-79.9669
"7332","Ukraine","Bar",64,"Moderate",42.1,19.1
"7333","Ukraine","Bar",64,"Moderate",49.0781,27.6831
"7334","Italy","Barletta",48,"Good",41.3167,16.2833
"7335","United States of America","Batavia",78,"Moderate",41.8479,-88.3109
"7336","United States of America","Batavia",78,"Moderate",42.9987,-78.1802
"7337","Sri Lanka","Batticaloa",54,"Moderate",7.7167,81.7
"7338","Cuba","Bauta",65,"Moderate",22.9919,-82.5492
"7339","Madagascar","Bealanana",22,"Good",-14.55,48.7333
"7340","Thailand","Phra Phutthabat",112,"Unhealthy for Sensitive Groups",14.7212,100.8047
"7341","Philippines","Pila",89,"Moderate",14.2333,121.3667
"7342","Germany","Pocking",74,"Moderate",48.4,13.3167
"7343","Italy","Pomezia",78,"Moderate",41.6693,12.5021
"7344","United States of America","Ponca City",50,"Good",36.7235,-97.0677
"7345","United States of America","Poquoson",47,"Good",37.1318,-76.3568
"7346","Papua New Guinea","Port Moresby",23,"Good",-9.4789,147.1494
"7347","Brazil","Porto Nacional",18,"Good",-10.7078,-48.4169
"7348","Republic of North Macedonia","Prilep",123,"Unhealthy for Sensitive Groups",41.3464,21.5542
"7349","Argentina","Puerto Madryn",11,"Good",-42.7667,-65.05
"7350","Azerbaijan","Qazax",70,"Moderate",41.0933,45.3661
"7351","Israel","Ramat Gan",70,"Moderate",32.07,34.8236
"7352","United States of America","Scarsdale",53,"Moderate",40.9902,-73.7773
"7353","Germany","Scharbeutz",43,"Good",54.0214,10.7456
"7354","Belgium","Ronse",51,"Moderate",50.75,3.6
"7355","United States of America","Roseville",51,"Moderate",38.7703,-121.3196
"7356","United States of America","Roseville",51,"Moderate",42.5074,-82.9369
"7357","United States of America","Roseville",51,"Moderate",45.0155,-93.1545
"7358","France","Rouen",57,"Moderate",49.4428,1.0886
"7359","United States of America","Roy",51,"Moderate",41.1714,-112.0485
"7360","Costa Rica","Sabanilla",42,"Good",17.3167,-92.6167
"7361","Slovakia","Sabinov",69,"Moderate",49.1061,21.0856
"7362","Japan","Saitama",87,"Moderate",35.8614,139.6456
"7363","Italy","Sala Consilina",49,"Good",40.4,15.6
"7364","Colombia","San Benito Abad",60,"Moderate",8.9333,-75.0333
"7365","United States of America","San Gabriel",112,"Unhealthy for Sensitive Groups",34.0949,-118.099
"7366","United States of America","San Gabriel",112,"Unhealthy for Sensitive Groups",16.6667,120.4
"7367","United States of America","San Gabriel",112,"Unhealthy for Sensitive Groups",0.5983,-77.8353
"7368","Colombia","San Gil",65,"Moderate",6.5592,-73.135
"7369","Guatemala","San Miguel Chicaj",52,"Moderate",15.1,-90.4
"7370","Philippines","Santa Ana",150,"Unhealthy",33.7367,-117.8819
"7371","Philippines","Santa Ana",150,"Unhealthy",13.995,-89.5561
"7372","Philippines","Santa Ana",150,"Unhealthy",14.58,121.012
"7373","Philippines","Santa Ana",150,"Unhealthy",14.5277,121.0766
"7374","Philippines","Santa Ana",150,"Unhealthy",9.932,-84.176
"7375","Philippines","Santa Ana",150,"Unhealthy",30.5406,-111.1205
"7376","Philippines","Santa Ana",150,"Unhealthy",15.0939,120.7681
"7377","Philippines","Santa Ana",150,"Unhealthy",7.6453,-72.2758
"7378","Philippines","Santa Ana",150,"Unhealthy",18.4589,122.1419
"7379","Philippines","Santa Ana",150,"Unhealthy",11.068,-63.9221
"7380","Philippines","Santa Ana",150,"Unhealthy",9.319,-74.57
"7381","Philippines","Santa Ana",150,"Unhealthy",16.8069,-89.8272
"7382","Philippines","Santa Ana",150,"Unhealthy",13.9333,-87.2667
"7383","Philippines","Santa Ana",150,"Unhealthy",14.0667,-87.95
"7384","Philippines","Santa Ana",150,"Unhealthy",9.2444,-64.6353
"7385","Cuba","Ranchuelo",37,"Good",22.3764,-80.151
"7386","United States of America","Redondo Beach",90,"Moderate",33.8577,-118.3765
"7387","Germany","Reinheim",61,"Moderate",49.8269,8.8308
"7388","Germany","Remscheid",55,"Moderate",51.1833,7.2
"7389","United States of America","Robstown",44,"Good",27.794,-97.6692
"7390","Czechia","Rokycany",62,"Moderate",49.7428,13.5946
"7391","France","Romainville",70,"Moderate",48.884,2.435
"7392","Syrian Arab Republic","Damascus",77,"Moderate",33.5131,36.2919
"7393","Syrian Arab Republic","Damascus",77,"Moderate",39.2701,-77.1957
"7394","Syrian Arab Republic","Damascus",77,"Moderate",45.4233,-122.4436
"7395","United States of America","Danvers",40,"Good",42.574,-70.9494
"7396","United Kingdom of Great Britain and Northern Ireland","Darlington",40,"Good",54.527,-1.5526
"7397","China","Dashiqiao",74,"Moderate",40.6328,122.5021
"7398","Pakistan","Daulatpur",114,"Unhealthy for Sensitive Groups",25.3682,87.8983
"7399","India","Deoria",165,"Unhealthy",26.1791,85.0234
"7400","India","Dholka",153,"Unhealthy",22.72,72.47
"7401","United States of America","Dickinson",26,"Good",46.8918,-102.7925
"7402","United States of America","Dickinson",26,"Good",29.4548,-95.0589
"7403","France","Dieppe",43,"Good",46.0989,-64.7242
"7404","France","Dieppe",43,"Good",49.92,1.08
"7405","Chad","Doba",69,"Moderate",8.66,16.85
"7406","United States of America","Dorado",117,"Unhealthy for Sensitive Groups",18.4657,-66.2726
"7407","Niger","Dosso",69,"Moderate",13.05,3.2
"7408","United States of America","Duarte",102,"Unhealthy for Sensitive Groups",34.161,-117.9504
"7409","United States of America","Duncanville",68,"Moderate",32.646,-96.9127
"7410","United States of America","Eden",47,"Good",36.5027,-79.7412
"7411","India","Elumalai",121,"Unhealthy for Sensitive Groups",9.865,77.6992
"7412","United States of America","Elwood",58,"Moderate",40.8462,-73.3389
"7413","Turkey","Erbaa",42,"Good",40.6667,36.5667
"7414","Germany","Erding",68,"Moderate",48.2833,11.9
"7415","Guatemala","Escuintla",86,"Moderate",14.2978,-90.7869
"7416","Guatemala","Escuintla",86,"Moderate",15.3193,-92.6586
"7417","Brazil","Esteio",51,"Moderate",-29.8608,-51.1789
"7418","United States of America","Fairborn",44,"Good",39.801,-84.0094
"7419","Madagascar","Fandriana",57,"Moderate",-20.2333,47.3833
"7420","Botswana","Francistown",42,"Good",-21.1736,27.5125
"7421","United States of America","Frankfort",55,"Moderate",38.1924,-84.8643
"7422","United States of America","Frankfort",55,"Moderate",-27.2833,28.5167
"7423","United States of America","Frankfort",55,"Moderate",41.4892,-87.8363
"7424","United States of America","Frankfort",55,"Moderate",40.281,-86.5212
"7425","United States of America","Freehold",51,"Moderate",40.2233,-74.2986
"7426","Germany","Friedeburg",38,"Good",53.45,7.8333
"7427","Germany","Gaimersheim",64,"Moderate",48.8167,11.3667
"7428","India","Gangavalli",113,"Unhealthy for Sensitive Groups",11.4381,78.4836
"7429","Belgium","Geraardsbergen",52,"Moderate",50.7667,3.8667
"7430","Germany","Gevelsberg",54,"Moderate",51.3167,7.3333
"7431","Republic of North Macedonia","Gevgelija",81,"Moderate",41.1392,22.5025
"7432","United States of America","Gilroy",41,"Good",37.0046,-121.5854
"7433","Canada","Sherbrooke",23,"Good",45.4,-71.9
"7434","India","Shiliguri",132,"Unhealthy for Sensitive Groups",26.71,88.43
"7435","United Republic of Tanzania","Shinyanga",22,"Good",-3.6619,33.4231
"7436","Ukraine","Shyroke",47,"Good",47.6882,33.2654
"7437","Italy","Signa",73,"Moderate",43.7833,11.1
"7438","Philippines","Siquijor",54,"Moderate",9.18,123.58
"7439","Netherlands","Someren",49,"Good",51.3833,5.7167
"7440","United States of America","Somerville",49,"Good",42.3908,-71.1014
"7441","United States of America","Somerville",49,"Good",40.5696,-74.6092
"7442","United States of America","Somerville",49,"Good",-38.226,145.177
"7443","India","Songadh",107,"Unhealthy for Sensitive Groups",21.167,73.564
"7444","Poland","Sopot",35,"Good",54.45,18.5667
"7445","Poland","Sopot",35,"Good",42.65,24.75
"7446","Italy","Spoleto",53,"Moderate",42.7565,12.6855
"7447","Russian Federation","Sterlitamak",38,"Good",53.6333,55.95
"7448","Russian Federation","Dalmatovo",60,"Moderate",56.2667,62.9333
"7449","United Kingdom of Great Britain and Northern Ireland","Darwen",30,"Good",53.698,-2.461
"7450","United States of America","Davenport",41,"Good",41.5565,-90.6053
"7451","United States of America","Davenport",41,"Good",28.1587,-81.6083
"7452","United States of America","Deerfield Beach",74,"Moderate",26.305,-80.1277
"7453","United States of America","Del City",67,"Moderate",35.4483,-97.4408
"7454","United States of America","Deltona",65,"Moderate",28.905,-81.2137
"7455","Slovakia","Detva",69,"Moderate",48.5514,19.4183
"7456","Germany","Diepholz",35,"Good",52.6072,8.3711
"7457","France","Voiron",61,"Moderate",45.3642,5.5906
"7458","Poland","Wadowice",72,"Moderate",49.8833,19.5
"7459","United States of America","Waimalu",23,"Good",21.3913,-157.9345
"7460","United States of America","Wake Forest",56,"Moderate",35.9632,-78.514
"7461","China","Yushu",72,"Moderate",44.8249,126.5451
"7462","Russian Federation","Zayukovo",42,"Good",43.6119,43.3269
"7463","Germany","Zeulenroda",61,"Moderate",50.6486,11.9806
"7464","China","Zhuzhou",80,"Moderate",27.8407,113.1469
"7465","Belgium","Zonnebeke",40,"Good",50.8667,2.9833
"7466","Netherlands","Zundert",44,"Good",51.4667,4.6667
"7467","New Zealand","Wellington",24,"Good",-41.2889,174.7772
"7468","New Zealand","Wellington",24,"Good",52.7001,-2.5157
"7469","New Zealand","Wellington",24,"Good",50.9755,-3.2243
"7470","New Zealand","Wellington",24,"Good",26.6461,-80.2699
"7471","New Zealand","Wellington",24,"Good",11.3655,76.7844
"7472","New Zealand","Wellington",24,"Good",40.7,-105.0054
"7473","Germany","Welver",70,"Moderate",51.6167,7.9583
"7474","Germany","Wendelstein",59,"Moderate",49.3536,11.1483
"7475","United States of America","West Milford",65,"Moderate",41.106,-74.3914
"7476","United States of America","West New York",73,"Moderate",40.7857,-74.0094
"7477","New Zealand","Whangarei",22,"Good",-35.725,174.3236
"7478","United States of America","Willoughby",88,"Moderate",41.6459,-81.4084
"7479","China","Wuxi",176,"Unhealthy",31.5667,120.2833
"7480","China","Wuxi",176,"Unhealthy",26.5895,111.8481
"7481","Cuba","Yara",77,"Moderate",20.2767,-76.9469
"7482","China","Dongsheng",138,"Unhealthy for Sensitive Groups",22.8869,113.4563
"7483","China","Dongsheng",138,"Unhealthy for Sensitive Groups",22.6199,113.2895
"7484","China","Dongsheng",138,"Unhealthy for Sensitive Groups",36.9996,105.0029
"7485","Russian Federation","Dudinka",46,"Good",69.4064,86.1764
"7486","Germany","Durmersheim",59,"Moderate",48.9383,8.2769
"7487","China","Duyun",62,"Moderate",26.2672,107.5143
"7488","United States of America","East Bethel",53,"Moderate",45.3557,-93.2038
"7489","India","Egra",163,"Unhealthy",21.9,87.53
"7490","Panama","El Coco",76,"Moderate",8.8834,-79.8332
"7491","Colombia","El Doncello",51,"Moderate",1.6833,-75.2833
"7492","United States of America","El Dorado",79,"Moderate",24.3228,-107.363
"7493","United States of America","El Dorado",79,"Moderate",33.2184,-92.664
"7494","United States of America","El Dorado",79,"Moderate",37.821,-96.8613
"7495","United States of America","El Dorado",79,"Moderate",6.7167,-61.6167
"7496","Netherlands","Elburg",34,"Good",52.45,5.85
"7497","United Kingdom of Great Britain and Northern Ireland","Ellesmere Port",47,"Good",53.279,-2.897
"7498","Turkey","Emet",39,"Good",39.3333,29.2667
"7499","Mexico","Emiliano Zapata",162,"Unhealthy",17.7446,-91.7651
"7500","Mexico","Emiliano Zapata",162,"Unhealthy",19.65,-98.55
"7501","Mexico","Emiliano Zapata",162,"Unhealthy",16.5,-92.8667
"7502","Germany","Emmendingen",71,"Moderate",48.1214,7.8492
"7503","Brazil","Extremoz",29,"Good",-5.7058,-35.3069
"7504","United States of America","Fairhaven",26,"Good",41.6394,-70.8732
"7505","United States of America","Fairview Park",45,"Good",41.4419,-81.853
"7506","Germany","Feuchtwangen",55,"Moderate",49.1667,10.3167
"7507","Italy","Fisciano",44,"Good",40.7667,14.8
"7508","Philippines","Mariveles",42,"Good",14.4333,120.4833
"7509","United States of America","Marrero",40,"Good",29.8871,-90.1126
"7510","India","Maur",500,"Hazardous",30.0833,75.25
"7511","India","Maur",500,"Hazardous",47.3417,8.6703
"7512",NA,"Mawlamyine",53,"Moderate",16.4847,97.6258
"7513","Belgium","Meise",34,"Good",50.9333,4.3333
"7514","United States of America","Merritt Island",48,"Good",28.3139,-80.6708
"7515","Iran (Islamic Republic of)","Meybod",167,"Unhealthy",32.2444,54.0186
"7516","France","Miramas",52,"Moderate",43.5822,5.0019
"7517","Netherlands","Moerdijk",33,"Good",51.65,4.6
"7518","Malawi","Monkey Bay",55,"Moderate",-14.0833,34.9167
"7519","India","Morena",196,"Unhealthy",26.5,78
"7520",NA,"Mtwara",29,"Good",-10.2736,40.1828
"7521","Thailand","Mukdahan",61,"Moderate",16.5431,104.7228
"7522","India","Mundi",140,"Unhealthy for Sensitive Groups",22.07,76.5
"7523","Russian Federation","Murmansk",31,"Good",68.9706,33.075
"7524","Australia","Muswellbrook",22,"Good",-32.2654,150.8885
"7525","Pakistan","Muzaffarabad",80,"Moderate",34.3583,73.4722
"7526","India","Muzaffarnagar",307,"Hazardous",29.482,77.7
"7527","Thailand","Nakhon Phanom",59,"Moderate",17.4069,104.7808
"7528","United States of America","Nantucket",39,"Good",41.2831,-70.0692
"7529","United States of America","Lake Grove",53,"Moderate",40.8586,-73.1168
"7530","India","Lalganj",204,"Very Unhealthy",26.1277,80.7855
"7531","Italy","Lanciano",64,"Moderate",42.2333,14.3833
"7532","Italy","Lariano",48,"Good",41.7333,12.8333
"7533","Australia","Launceston",29,"Good",-41.4419,147.145
"7534","Australia","Launceston",29,"Good",50.637,-4.36
"7535","United States of America","Laurel",54,"Moderate",39.0949,-76.8622
"7536","United States of America","Laurel",54,"Moderate",14.05,120.9
"7537","United States of America","Laurel",54,"Moderate",37.6375,-77.5062
"7538","United States of America","Laurel",54,"Moderate",31.6956,-89.1449
"7539","United States of America","Laurel",54,"Moderate",27.1507,-82.4534
"7540","United States of America","Lincolnwood",92,"Moderate",42.0054,-87.733
"7541","Malawi","Liwonde",64,"Moderate",-15.0667,35.2333
"7542","United Kingdom of Great Britain and Northern Ireland","Long Eaton",51,"Moderate",52.898,-1.271
"7543","Angola","Luanda",164,"Unhealthy",-8.8383,13.2344
"7544",NA,"Luganville",22,"Good",-15.5333,167.1667
"7545","Brazil","Mairinque",127,"Unhealthy for Sensitive Groups",-23.5464,-47.1836
"7546","Philippines","Mambajao",112,"Unhealthy for Sensitive Groups",9.25,124.7167
"7547","India","Mangaldai",64,"Moderate",26.43,92.03
"7548","Germany","Mannheim",30,"Good",49.4878,8.4661
"7549","India","Marhaura",212,"Very Unhealthy",25.97,84.87
"7550","Russian Federation","Kamyshin",35,"Good",50.0833,45.4
"7551","Togo","Kara",45,"Good",9.5511,1.1861
"7552","Nepal","Kathmandu",123,"Unhealthy for Sensitive Groups",27.7172,85.324
"7553","Philippines","Katipunan",152,"Unhealthy",8.5134,123.2847
"7554","United Kingdom of Great Britain and Northern Ireland","Keighley",27,"Good",53.867,-1.911
"7555","India","Kelamangalam",59,"Moderate",12.6031,77.8519
"7556","Germany","Kelheim",48,"Good",48.9167,11.8667
"7557","Germany","Kempten",32,"Good",47.7333,10.3167
"7558","India","Khagaul",201,"Very Unhealthy",25.579,85.0456
"7559","Russian Federation","Kharabali",39,"Good",47.405,47.2556
"7560","India","Kharagpur",181,"Unhealthy",22.3302,87.3237
"7561","India","Kharagpur",181,"Unhealthy",25.1245,86.5558
"7562","India","Khilchipur",156,"Unhealthy",24.0394,76.578
"7563","Canada","Kitchener",55,"Moderate",43.4186,-80.4728
"7564","Russian Federation","Klimovsk",49,"Good",55.3667,37.5333
"7565","Poland","Koluszki",32,"Good",51.75,19.8
"7566","Germany","Kornwestheim",41,"Good",48.8598,9.1852
"7567","Poland","Kutno",34,"Good",52.2333,19.3667
"7568","United States of America","North Druid Hills",62,"Moderate",33.8185,-84.3254
"7569","United Kingdom of Great Britain and Northern Ireland","Nottingham",49,"Good",52.9533,-1.15
"7570","Brazil","Nova Russas",47,"Good",-4.7,-40.5667
"7571","Ukraine","Nova Vodolaha",55,"Moderate",49.7197,35.8772
"7572","United States of America","Ocoee",50,"Good",28.5796,-81.5332
"7573","Germany","Offenburg",33,"Good",48.4667,7.9333
"7574","United Republic of Tanzania","Karema",195,"Unhealthy",-6.8205,30.4389
"7575","Germany","Kaufbeuren",56,"Moderate",47.88,10.6225
"7576","Russian Federation","Kemerovo",42,"Good",55.3667,86.0667
"7577","India","Lakhipur",55,"Moderate",26.2897,90.2281
"7578","India","Lakhipur",55,"Moderate",24.8,93.02
"7579","India","Lakhipur",55,"Moderate",26.3281,88.3863
"7580","Pakistan","Larkana",159,"Unhealthy",27.5583,68.2111
"7581","Germany","Laubach",74,"Moderate",50.5333,8.99
"7582","United States of America","Lawndale",89,"Moderate",33.8884,-118.3531
"7583","France","Le Mans",30,"Good",48.0077,0.1984
"7584","United States of America","Leesburg",58,"Moderate",28.7672,-81.8962
"7585","United States of America","Leesburg",58,"Moderate",39.1057,-77.5544
"7586","United States of America","Lehigh Acres",66,"Moderate",26.612,-81.6388
"7587","Germany","Lehre",55,"Moderate",52.3167,10.6667
"7588","Netherlands","Lelystad",26,"Good",52.5,5.4833
"7589","Ireland","Letterkenny",31,"Good",54.9566,-7.7203
"7590","France","Kourou",57,"Moderate",5.16,-52.6499
"7591","India","Kundgol",28,"Good",15.2561,75.2474
"7592","Russian Federation","Kungur",33,"Good",57.4333,56.9333
"7593","Russian Federation","Kuznetsk",55,"Moderate",53.1167,46.6
"7594",NA,"La Porte",85,"Moderate",29.6689,-95.0484
"7595",NA,"La Porte",85,"Moderate",41.6069,-86.7142
"7596","South Africa","Kimberley",67,"Moderate",-28.7383,24.7639
"7597","United States of America","Kings Mountain",72,"Moderate",35.2349,-81.3501
"7598","Kenya","Kisii",99,"Moderate",-0.6833,34.7667
"7599","Japan","Kitsuki",52,"Moderate",33.4167,131.6167
"7600","Uganda","Koboko",67,"Moderate",3.41,30.96
"7601","Japan","Komatsu",55,"Moderate",36.4083,136.4455
"7602","Russian Federation","Kondopoga",32,"Good",62.2,34.2833
"7603","Colombia","San Antero",66,"Moderate",9.3833,-75.75
"7604","Guatemala","San Pedro Ayampuc",74,"Moderate",14.7785,-90.4525
"7605","Costa Rica","San Vicente",55,"Moderate",13.6453,-88.7842
"7606","Costa Rica","San Vicente",55,"Moderate",9.9636,-84.0454
"7607","Costa Rica","San Vicente",55,"Moderate",10.5281,119.2542
"7608","Costa Rica","San Vicente",55,"Moderate",6.2819,-75.3322
"7609","Costa Rica","San Vicente",55,"Moderate",17.5947,120.3753
"7610","Costa Rica","San Vicente",55,"Moderate",14.1061,122.8733
"7611","Costa Rica","San Vicente",55,"Moderate",-1.9,-79.2333
"7612","Germany","Sankt Wendel",60,"Moderate",49.4667,7.1667
"7613","El Salvador","Puerto El Triunfo",110,"Unhealthy for Sensitive Groups",13.2833,-88.55
"7614","Cuba","Puerto Padre",48,"Good",21.195,-76.6017
"7615",NA,"Puerto Vallarta",61,"Moderate",20.6458,-105.2222
"7616","Somalia","Qandala",120,"Unhealthy for Sensitive Groups",11.4711,49.8739
"7617","Iran (Islamic Republic of)","Qorveh",87,"Moderate",35.1664,47.8044
"7618","Germany","Radeberg",79,"Moderate",51.1167,13.9167
"7619","Italy","Orvieto",49,"Good",42.7183,12.1103
"7620","Myanmar","Pakokku",25,"Good",21.332,95.0866
"7621","Mexico","Piedras Negras",104,"Unhealthy for Sensitive Groups",28.7,-100.5231
"7622","Peru","Pimentel",28,"Good",19.1833,-70.1
"7623","Russian Federation","Plast",35,"Good",54.3833,60.8167
"7624","Germany","Plauen",68,"Moderate",50.4833,12.1167
"7625","United States of America","Pleasantville",79,"Moderate",39.39,-74.5169
"7626","United Kingdom of Great Britain and Northern Ireland","Pontypridd",58,"Moderate",51.602,-3.342
"7627","New Zealand","Porirua",27,"Good",-41.1333,174.85
"7628",NA,"Port Hedland",16,"Good",-20.31,118.6011
"7629","United States of America","Portsmouth",47,"Good",50.8058,-1.0872
"7630","United States of America","Portsmouth",47,"Good",43.058,-70.7826
"7631","United States of America","Portsmouth",47,"Good",36.8468,-76.354
"7632","United States of America","Portsmouth",47,"Good",38.7538,-82.9445
"7633","United States of America","Portsmouth",47,"Good",41.5922,-71.2745
"7634","Italy","Preganziol",64,"Moderate",45.6,12.2333
"7635","Serbia","Prizren",56,"Moderate",42.2128,20.7392
"7636","United States of America","Rosemead",121,"Unhealthy for Sensitive Groups",34.0689,-118.0823
"7637","Zimbabwe","Rusape",17,"Good",-18.5367,32.1247
"7638","India","Sabalgarh",233,"Very Unhealthy",26.25,77.4
"7639","Colombia","Sabanagrande",117,"Unhealthy for Sensitive Groups",10.8,-74.75
"7640","India","Safidon",150,"Unhealthy",29.42,76.67
"7641","United States of America","Saginaw",32,"Good",43.4199,-83.9501
"7642","United States of America","Saginaw",32,"Good",32.8657,-97.3654
"7643","France","Saintes",42,"Good",45.7464,-0.6333
"7644","United States of America","Salmon Creek",42,"Good",45.7099,-122.6632
"7645","Ghana","Saltpond",39,"Good",5.2,-1.0667
"7646","Colombia","Samaniego",29,"Good",1.35,-77.6
"7647","United States of America","Perrysburg",30,"Good",41.5377,-83.6413
"7648","United States of America","Petaluma",38,"Good",38.2423,-122.6266
"7649","United States of America","Phenix City",55,"Moderate",32.4585,-85.0253
"7650","Netherlands","Reeuwijk",33,"Good",52.05,4.73
"7651","Germany","Regen",53,"Moderate",48.9667,13.1333
"7652","Netherlands","Rheden",30,"Good",52.0167,6.05
"7653","Belgium","Riemst",39,"Good",50.8089,5.6019
"7654","Latvia","Riga",54,"Moderate",56.9489,24.1064
"7655","Latvia","Riga",54,"Moderate",26.6553,85.442
"7656","Canada","Rimouski",32,"Good",48.45,-68.53
"7657","India","Robertsonpet",55,"Moderate",12.9563,78.2754
"7658","Russian Federation","Rodniki",33,"Good",57.1167,41.7333
"7659","France","Rognac",148,"Unhealthy for Sensitive Groups",43.4878,5.2322
"7660","United States of America","Ramona",56,"Moderate",33.0474,-116.8766
"7661","Germany","Rastatt",44,"Good",48.85,8.2
"7662","India","Raxaul",122,"Unhealthy for Sensitive Groups",26.9833,84.85
"7663","Canada","Red Deer",32,"Good",52.2681,-113.8111
